Date,Nifty,PE,Gold
2012-09-24,5669.600098,19.29,3031.40015
2012-09-25,5673.899902,19.33,3024.40002
2012-09-26,5663.450195,19.32,3025.65002
2012-09-27,5649.5,19.32,3001.40015
2012-09-28,5703.299805,19.3,3003.80005
2012-10-01,5718.799805,19.38,2989.70001
2012-10-03,5731.25,19.45,2988.80005
2012-10-04,5787.600098,19.62,2962.250060000001
2012-10-05,5746.950195,19.49,2958.20007
2012-10-08,5676.0,19.28,2952.30011
2012-10-09,5704.600098,19.38,2963.59985
2012-10-10,5652.149902,19.19,2985.89996
2012-10-11,5708.049805,19.38,2990.40009
2012-10-12,5676.049805,19.25,2983.94989
2012-10-15,5687.25,19.27,2968.8501
2012-10-16,5648.0,19.09,2948.09998
2012-10-17,5660.25,19.1,2959.29993
2012-10-18,5718.700195,19.3,2969.29993
2012-10-19,5684.25,19.15,2986.90002
2012-10-22,5717.149902,19.11,2960.799870000001
2012-10-23,5691.399902,18.98,2959.40002
2012-10-25,5705.299805,19.0,2945.799870000001
2012-10-29,5665.600098,18.69,2951.19995
2012-10-30,5597.899902,18.45,2960.54993
2012-10-31,5619.700195,18.49,2963.25012
2012-11-01,5645.049805,18.56,2962.049870000001
2012-11-02,5697.700195,18.66,2940.40009
2012-11-05,5704.200195,18.67,2922.049870000001
2012-11-06,5724.399902,18.73,2951.3501
2012-11-07,5760.100098,18.82,2993.8501
2012-11-08,5738.75,18.68,2990.1001
2012-11-09,5686.25,18.11,3037.3999
2012-11-12,5683.700195,17.54,3037.14996
2012-11-15,5631.0,17.46,3014.50012
2012-11-16,5574.049805,17.28,2994.45007
2012-11-19,5571.399902,17.23,3006.70013
2012-11-20,5571.549805,17.19,3016.44989
2012-11-21,5614.799805,17.31,3016.05011
2012-11-22,5627.75,17.36,3029.750060000001
2012-11-23,5626.600098,17.37,3044.94995
2012-11-26,5635.899902,17.43,3080.75012
2012-11-27,5727.450195,17.7,3081.40015
2012-11-29,5825.0,17.97,3025.19989
2012-11-30,5879.850098,18.16,3014.20013
2012-12-03,5870.950195,18.22,2999.15009
2012-12-04,5889.25,18.28,2991.79993
2012-12-05,5900.5,18.32,2982.7999900000004
2012-12-06,5930.899902,18.43,2945.1001
2012-12-07,5907.399902,18.37,2950.350040000001
2012-12-10,5908.899902,18.41,2973.349910000001
2012-12-11,5898.799805,18.35,2975.19989
2012-12-12,5888.0,18.32,2977.20001
2012-12-13,5851.5,18.18,2956.74988
2012-12-14,5879.600098,18.28,2956.25
2012-12-17,5857.899902,18.27,2968.69995
2012-12-18,5896.799805,18.4,2994.20013
2012-12-19,5929.600098,18.51,2926.25
2012-12-20,5916.399902,18.47,2924.50012
2012-12-21,5847.700195,18.24,2908.6499
2012-12-24,5855.75,18.23,2926.000060000001
2012-12-26,5905.600098,18.37,2913.75
2012-12-27,5870.100098,18.27,2910.799870000001
2012-12-28,5908.350098,18.4,2906.70013
2012-12-31,5905.100098,18.43,2924.8999
2013-01-02,5993.25,18.72,2928.80005
2013-01-03,6009.5,18.79,2951.30005
2013-01-04,6016.149902,18.82,2910.40009
2013-01-07,5988.399902,18.77,2918.69995
2013-01-08,6001.700195,18.8,2910.89996
2013-01-09,5971.5,18.71,2910.0
2013-01-10,5968.649902,18.68,2903.20007
2013-01-11,5951.299805,18.56,2911.1499
2013-01-14,6024.049805,18.79,2890.70007
2013-01-15,6056.600098,18.85,2903.15002
2013-01-16,6001.850098,18.59,2920.75012
2013-01-17,6039.200195,18.68,2903.349910000001
2013-01-18,6064.399902,18.63,2902.90009
2013-01-21,6082.299805,18.6,2901.000060000001
2013-01-22,6048.5,18.39,2932.55005
2013-01-23,6054.299805,18.36,2924.0499900000004
2013-01-24,6019.350098,18.09,2905.350040000001
2013-01-25,6074.649902,18.29,2895.0
2013-01-28,6074.799805,18.24,2896.1499
2013-01-29,6049.899902,18.15,2887.90009
2013-01-30,6055.75,18.14,2886.25
2013-01-31,6034.75,18.05,2886.74988
2013-02-01,5998.899902,17.99,2881.30005
2013-02-04,5987.25,17.95,2872.65015
2013-02-05,5956.899902,17.84,2888.09998
2013-02-06,5959.200195,17.87,2877.3999
2013-02-07,5938.799805,17.76,2884.8999
2013-02-08,5903.5,17.63,2885.350040000001
2013-02-11,5897.850098,17.63,2901.000060000001
2013-02-12,5922.5,17.7,2882.69989
2013-02-13,5932.950195,17.85,2876.1499
2013-02-14,5896.950195,17.75,2870.70007
2013-02-15,5887.399902,17.73,2859.80011
2013-02-18,5898.200195,17.8,2837.30011
2013-02-19,5939.700195,18.07,2837.90009
2013-02-20,5943.049805,18.15,2816.5499900000004
2013-02-21,5852.25,17.84,2781.74988
2013-02-22,5850.299805,17.85,2787.69989
2013-02-25,5854.75,17.79,2780.75012
2013-02-26,5761.350098,17.5,2796.4999399999997
2013-02-27,5796.899902,17.55,2798.90015
2013-02-28,5693.049805,17.21,2789.94995
2013-03-01,5719.700195,17.3,2780.45013
2013-03-04,5698.5,17.2,2790.849910000001
2013-03-05,5784.25,17.48,2785.849910000001
2013-03-06,5818.600098,17.6,2790.05005
2013-03-07,5863.299805,17.73,2780.15015
2013-03-08,5945.700195,17.96,2771.3501
2013-03-11,5942.350098,17.92,2768.25012
2013-03-12,5914.100098,17.83,2759.8999
2013-03-13,5851.200195,17.63,2765.2999900000004
2013-03-14,5908.950195,17.79,2756.19995
2013-03-15,5872.600098,17.68,2762.5
2013-03-18,5835.25,17.58,2785.05005
2013-03-19,5745.950195,17.33,2795.89996
2013-03-20,5694.399902,17.12,2799.45007
2013-03-21,5658.75,16.99,2785.75012
2013-03-22,5651.350098,16.96,2793.90015
2013-03-25,5633.850098,16.91,2777.65015
2013-03-26,5641.600098,16.92,2766.95007
2013-03-28,5682.549805,17.09,2784.8999
2013-04-01,5704.399902,17.17,2780.2999900000004
2013-04-02,5748.100098,17.33,2773.500060000001
2013-04-03,5672.899902,17.14,2742.099910000001
2013-04-04,5574.75,16.83,2719.50012
2013-04-05,5553.25,16.79,2731.70013
2013-04-08,5542.950195,16.77,2763.39996
2013-04-09,5495.100098,16.63,2749.50012
2013-04-10,5558.700195,16.79,2759.599910000001
2013-04-11,5594.0,16.87,2741.05011
2013-04-12,5528.549805,16.74,2713.39996
2013-04-15,5568.399902,16.83,2497.7999900000004
2013-04-16,5688.950195,17.14,2419.60007
2013-04-17,5688.700195,17.06,2412.40005
2013-04-18,5783.100098,17.31,2428.899990000001
2013-04-22,5834.399902,17.49,2489.70001
2013-04-23,5836.899902,17.48,2487.89993
2013-04-25,5916.299805,17.68,2507.94998
2013-04-26,5871.450195,17.46,2524.0499900000004
2013-04-29,5904.100098,17.54,2555.70007
2013-04-30,5930.200195,17.62,2547.7499399999997
2013-05-02,5999.350098,17.8,2524.25003
2013-05-03,5944.0,17.66,2551.79993
2013-05-06,5971.049805,17.77,2569.20013
2013-05-07,6043.549805,17.97,2541.9999700000008
2013-05-08,6069.299805,18.0,2533.9999399999997
2013-05-09,6050.149902,17.9,2562.7999900000004
2013-05-10,6094.75,17.97,2580.2999900000004
2013-05-13,5980.450195,17.62,2575.15015
2013-05-14,5995.399902,17.67,2572.7499399999997
2013-05-15,6146.75,18.08,2554.64996
2013-05-16,6169.899902,18.1,2510.59998
2013-05-17,6187.299805,18.17,2499.7999600000007
2013-05-20,6156.899902,18.18,2445.3500400000007
2013-05-21,6114.100098,18.06,2478.8499500000007
2013-05-22,6094.5,17.99,2483.45001
2013-05-23,5967.049805,17.63,2487.89993
2013-05-24,5983.549805,17.76,2477.05002
2013-05-27,6083.149902,18.04,2478.20007
2013-05-28,6111.25,18.1,2468.39996
2013-05-29,6104.299805,18.15,2488.15002
2013-05-30,6124.049805,18.18,2525.39993
2013-05-31,5985.950195,17.82,2557.7999900000004
2013-06-03,5939.299805,17.77,2531.19995
2013-06-04,5919.450195,17.75,2544.90005
2013-06-05,5923.850098,17.76,2554.60007
2013-06-06,5921.399902,17.85,2575.2999900000004
2013-06-07,5881.0,17.73,2593.75
2013-06-10,5878.0,17.79,2580.70007
2013-06-11,5788.799805,17.56,2586.09985
2013-06-12,5760.200195,17.45,2582.20001
2013-06-13,5699.100098,17.32,2604.1000400000007
2013-06-14,5808.399902,17.63,2577.34985
2013-06-17,5850.049805,17.82,2592.7999900000004
2013-06-18,5813.600098,17.57,2608.94989
2013-06-19,5822.25,17.63,2604.40002
2013-06-20,5655.899902,17.18,2534.19998
2013-06-21,5667.649902,17.12,2503.69995
2013-06-24,5590.25,16.86,2501.95007
2013-06-25,5609.100098,16.88,2494.7500600000008
2013-06-26,5588.700195,16.82,2415.39993
2013-06-27,5682.350098,17.06,2429.14993
2013-06-28,5842.200195,17.52,2363.9999399999997
2013-07-01,5898.850098,17.77,2420.85007
2013-07-02,5857.549805,17.65,2465.2999900000004
2013-07-03,5770.899902,17.39,2461.95007
2013-07-04,5836.950195,17.56,2457.5999500000007
2013-07-05,5867.899902,17.64,2441.64993
2013-07-08,5811.549805,17.51,2440.89996
2013-07-09,5859.0,17.66,2455.7499700000008
2013-07-10,5816.700195,17.55,2453.39996
2013-07-11,5935.100098,17.84,2507.40005
2013-07-12,6009.0,18.02,2492.10007
2013-07-15,6030.799805,18.11,2510.7499700000008
2013-07-16,5955.25,17.88,2479.94995
2013-07-17,5973.299805,17.87,2491.69998
2013-07-18,6038.049805,18.07,2485.65002
2013-07-19,6029.200195,18.01,2509.60007
2013-07-22,6031.799805,18.0,2548.69995
2013-07-23,6077.799805,18.09,2592.44995
2013-07-24,5990.5,17.79,2584.8999
2013-07-25,5907.5,17.51,2563.80005
2013-07-26,5886.200195,17.39,2582.099910000001
2013-07-29,5831.649902,17.13,2631.6000400000007
2013-07-30,5755.049805,16.87,2640.2499399999997
2013-07-31,5742.0,16.8,2661.05011
2013-08-01,5727.850098,16.72,2638.25012
2013-08-02,5677.899902,16.55,2602.5
2013-08-05,5685.399902,16.61,2663.15002
2013-08-06,5542.25,16.19,2649.29993
2013-08-07,5519.100098,16.18,2612.00012
2013-08-08,5565.649902,16.32,2638.59985
2013-08-12,5612.399902,16.46,2713.69995
2013-08-13,5699.299805,16.75,2753.80005
2013-08-14,5742.299805,16.86,2746.84998
2013-08-16,5507.850098,16.29,2855.40009
2013-08-19,5414.75,15.33,2905.0
2013-08-20,5401.450195,15.43,2892.65015
2013-08-21,5302.549805,15.17,2915.65002
2013-08-22,5408.450195,15.43,2917.7999900000004
2013-08-23,5471.75,15.6,2895.49988
2013-08-26,5476.5,15.64,2941.09985
2013-08-27,5287.450195,15.16,2976.44989
2013-08-28,5285.0,15.11,3022.6001
2013-08-29,5409.049805,15.43,2975.95001
2013-08-30,5471.799805,15.59,2907.65015
2013-09-02,5550.75,15.81,2916.44989
2013-09-03,5341.450195,15.34,2995.70007
2013-09-04,5448.100098,15.61,2983.8501
2013-09-05,5592.950195,15.98,2920.849910000001
2013-09-06,5680.399902,16.19,2861.74988
2013-09-10,5896.75,16.83,2830.2999900000004
2013-09-11,5913.149902,16.92,2827.69989
2013-09-12,5850.700195,16.76,2842.69989
2013-09-13,5850.600098,16.78,2806.40015
2013-09-16,5840.549805,16.74,2803.39996
2013-09-17,5850.200195,16.76,2786.90002
2013-09-18,5899.450195,16.88,2764.549870000001
2013-09-19,6115.549805,17.45,2820.15015
2013-09-20,6012.100098,17.19,2816.19995
2013-09-23,5889.75,16.9,2800.350040000001
2013-09-24,5892.450195,16.9,2782.049870000001
2013-09-25,5873.850098,16.88,2825.19989
2013-09-26,5882.25,16.9,2819.50012
2013-09-27,5833.200195,16.68,2801.000060000001
2013-09-30,5735.299805,16.44,2849.100040000001
2013-10-01,5780.049805,16.56,2830.40009
2013-10-03,5909.700195,16.9,2829.750060000001
2013-10-04,5907.299805,16.91,2844.24988
2013-10-07,5906.149902,16.93,2829.24988
2013-10-08,5928.399902,16.99,2834.29993
2013-10-09,6007.450195,17.2,2836.5499900000004
2013-10-10,6020.950195,17.25,2868.94989
2013-10-11,6096.200195,17.42,2805.95001
2013-10-14,6112.700195,17.48,2818.8501
2013-10-15,6089.049805,17.37,2818.09998
2013-10-17,6045.850098,17.19,2852.20001
2013-10-18,6189.350098,17.52,2879.45007
2013-10-21,6204.950195,17.61,2872.44995
2013-10-22,6202.799805,17.59,2910.19989
2013-10-23,6178.350098,17.46,2940.05005
2013-10-24,6164.350098,17.42,2951.19995
2013-10-25,6144.899902,17.32,2951.000060000001
2013-10-28,6101.100098,17.19,2967.5
2013-10-29,6220.899902,17.53,2914.34998
2013-10-30,6251.700195,17.61,2907.7999900000004
2013-10-31,6299.149902,17.78,2876.90002
2013-11-01,6307.200195,17.83,2872.14996
2013-11-05,6253.149902,17.81,2820.2499399999997
2013-11-06,6215.149902,17.76,2852.049870000001
2013-11-07,6187.25,17.6,2859.750060000001
2013-11-08,6140.75,17.54,2854.50012
2013-11-11,6078.799805,17.35,2852.20001
2013-11-12,6018.049805,17.19,2880.15015
2013-11-13,5989.600098,17.11,2878.349910000001
2013-11-14,6056.149902,17.43,2880.89996
2013-11-18,6189.0,17.74,2888.500060000001
2013-11-19,6203.350098,17.93,2882.6001
2013-11-20,6122.899902,17.76,2870.0
2013-11-21,5999.049805,17.43,2868.55011
2013-11-22,5995.450195,17.81,2863.94989
2013-11-25,6115.350098,18.06,2832.5
2013-11-26,6059.100098,18.0,2870.1001
2013-11-27,6057.100098,18.08,2853.55011
2013-11-28,6091.850098,18.18,2836.19995
2013-11-29,6176.100098,18.42,2856.84998
2013-12-02,6217.850098,18.55,2851.74988
2013-12-03,6201.850098,18.52,2853.20007
2013-12-04,6160.950195,18.4,2853.90015
2013-12-05,6241.100098,18.59,2865.799870000001
2013-12-06,6259.899902,18.62,2833.04993
2013-12-09,6363.899902,18.88,2811.4999399999997
2013-12-10,6332.850098,18.79,2821.30005
2013-12-11,6307.899902,18.72,2841.95007
2013-12-12,6237.049805,18.55,2819.94995
2013-12-13,6168.399902,18.34,2816.84998
2013-12-16,6154.700195,18.32,2803.15002
2013-12-17,6139.049805,18.36,2793.55011
2013-12-18,6217.149902,18.59,2814.750060000001
2013-12-19,6166.649902,18.47,2790.2499399999997
2013-12-20,6274.25,18.78,2782.7499399999997
2013-12-23,6284.5,18.85,2753.20007
2013-12-24,6268.399902,18.84,2743.75
2013-12-26,6278.899902,18.88,2755.89996
2013-12-27,6313.799805,18.98,2738.8501
2013-12-30,6291.100098,18.92,2734.84985
2013-12-31,6304.0,18.99,2713.04993
2014-01-02,6221.149902,18.74,2731.79993
2014-01-03,6211.149902,18.74,2767.5
2014-01-06,6191.450195,18.72,2763.500060000001
2014-01-07,6162.25,18.63,2757.69989
2014-01-08,6174.600098,18.68,2737.34985
2014-01-09,6168.350098,18.63,2738.8501
2014-01-10,6171.450195,18.56,2758.25012
2014-01-13,6272.75,18.79,2766.05011
2014-01-14,6241.850098,18.71,2755.95001
2014-01-15,6320.899902,18.9,2749.100040000001
2014-01-16,6318.899902,18.84,2745.1001
2014-01-17,6261.649902,18.63,2746.1499
2014-01-20,6303.950195,18.6,2779.64996
2014-01-21,6313.799805,18.64,2762.049870000001
2014-01-22,6338.950195,18.69,2753.15002
2014-01-23,6345.649902,18.72,2754.100040000001
2014-01-24,6266.75,18.46,2781.95007
2014-01-27,6135.850098,18.02,2788.69995
2014-01-28,6126.25,18.0,2765.54993
2014-01-29,6120.25,17.99,2783.349910000001
2014-01-30,6073.700195,17.8,2781.4999399999997
2014-01-31,6089.5,17.89,2756.40015
2014-02-03,6001.799805,17.64,2756.40015
2014-02-04,6000.899902,17.66,2767.00012
2014-02-05,6022.399902,17.73,2773.15002
2014-02-06,6036.299805,17.56,2767.30011
2014-02-07,6063.200195,17.63,2776.25
2014-02-10,6053.450195,17.64,2794.100040000001
2014-02-11,6062.700195,17.66,2807.5
2014-02-12,6084.0,17.71,2800.0
2014-02-13,6001.100098,17.47,2798.9999399999997
2014-02-14,6048.350098,17.58,2811.3501
2014-02-17,6073.299805,17.62,2848.6499
2014-02-18,6127.100098,17.91,2860.0
2014-02-19,6152.75,17.94,2854.45007
2014-02-20,6091.450195,17.8,2855.19989
2014-02-21,6155.450195,17.5,2843.6499
2014-02-24,6186.100098,17.59,2858.8501
2014-02-25,6200.049805,17.63,2856.000060000001
2014-02-26,6238.799805,17.71,2867.099910000001
2014-02-28,6276.950195,17.93,2846.84998
2014-03-03,6221.450195,17.81,2867.65015
2014-03-04,6297.950195,18.02,2847.5
2014-03-05,6328.649902,18.13,2836.40015
2014-03-06,6401.149902,18.34,2818.55011
2014-03-07,6526.649902,18.62,2822.7499399999997
2014-03-10,6537.25,18.66,2803.75
2014-03-11,6511.899902,18.59,2817.6001
2014-03-12,6516.899902,18.6,2819.45007
2014-03-13,6493.100098,18.52,2815.75012
2014-03-14,6504.200195,18.53,2812.250060000001
2014-03-18,6516.649902,18.62,2805.15015
2014-03-19,6524.049805,18.66,2787.850040000001
2014-03-20,6483.100098,18.56,2767.34985
2014-03-21,6493.200195,18.62,2755.2999900000004
2014-03-24,6583.5,18.84,2737.65015
2014-03-25,6589.75,18.89,2719.5498700000007
2014-03-26,6601.399902,18.94,2703.5000600000008
2014-03-27,6641.75,19.06,2689.34998
2014-03-28,6695.899902,18.9,2688.8501
2014-03-31,6704.200195,18.98,2672.69989
2014-04-01,6721.049805,19.01,2659.5498700000007
2014-04-02,6752.549805,19.16,2621.19995
2014-04-03,6736.100098000001,19.09,2650.40009
2014-04-04,6694.350098,19.02,2654.70001
2014-04-07,6695.049805,19.03,2665.54993
2014-04-09,6796.200195,19.32,2682.2500600000008
2014-04-10,6796.399901999999,19.37,2700.7998700000007
2014-04-11,6776.299805,19.33,2704.8999
2014-04-15,6733.100098000001,19.19,2727.8500400000007
2014-04-16,6675.299805,19.01,2721.95007
2014-04-17,6779.399901999999,19.28,2740.89996
2014-04-21,6817.649901999999,19.4,2742.99988
2014-04-22,6815.350098000001,19.4,2752.44995
2014-04-23,6840.799805,19.46,2777.7499399999997
2014-04-25,6782.75,19.34,2790.45013
2014-04-28,6761.25,19.31,2802.65015
2014-04-29,6715.25,19.2,2775.40009
2014-04-30,6696.399902,19.06,2793.90015
2014-05-02,6694.799805,19.02,2839.45007
2014-05-05,6699.350098,18.93,2812.30011
2014-05-06,6715.299805,19.0,2807.3999
2014-05-07,6652.549805,18.86,2816.44989
2014-05-08,6659.850098,18.82,2798.20007
2014-05-09,6858.799805,19.34,2757.34985
2014-05-12,7014.25,19.67,2745.19989
2014-05-13,7108.75,19.92,2737.44995
2014-05-14,7108.75,19.96,2736.5499900000004
2014-05-15,7123.149901999999,19.94,2742.2500600000008
2014-05-16,7203.0,20.21,2708.39996
2014-05-19,7263.549805,20.57,2671.19995
2014-05-20,7275.5,20.68,2662.00012
2014-05-21,7252.899901999999,20.61,2665.7998700000007
2014-05-22,7276.399901999999,20.78,2604.40002
2014-05-23,7367.100098000001,21.07,2560.19989
2014-05-26,7359.049805,20.91,2553.5499600000007
2014-05-27,7318.0,20.74,2547.35001
2014-05-28,7329.649901999999,20.8,2528.60001
2014-05-29,7235.649901999999,20.41,2501.399990000001
2014-05-30,7229.950195,20.46,2497.94998
2014-06-02,7362.5,20.84,2483.65005
2014-06-03,7415.850098000001,20.86,2473.9999399999997
2014-06-04,7402.25,20.93,2463.5499600000007
2014-06-05,7474.100098000001,21.15,2457.40005
2014-06-06,7583.399901999999,21.57,2468.75
2014-06-09,7654.600098000001,21.77,2453.8499500000007
2014-06-10,7656.399901999999,21.79,2465.2499399999997
2014-06-11,7626.850098000001,21.65,2481.0499600000007
2014-06-12,7649.899901999999,21.76,2473.30002
2014-06-13,7542.100098000001,21.39,2502.7499399999997
2014-06-16,7533.549805,21.4,2550.7499700000008
2014-06-17,7631.700195,21.67,2526.9999700000008
2014-06-18,7558.200195,21.47,2539.0499900000004
2014-06-19,7540.700195,21.4,2545.2999900000004
2014-06-20,7511.450195,21.25,2606.4999399999997
2014-06-23,7493.350098000001,21.26,2602.20001
2014-06-24,7580.200195,21.52,2610.65002
2014-06-25,7569.25,21.52,2623.55011
2014-06-26,7493.200195,21.35,2606.44989
2014-06-27,7508.799805,21.41,2601.44989
2014-06-30,7611.350098000001,21.74,2601.1499
2014-07-01,7634.700195,21.84,2611.70013
2014-07-02,7725.149901999999,22.12,2592.30011
2014-07-03,7714.799805,22.09,2580.89996
2014-07-04,7751.600098000001,22.16,2578.20007
2014-07-07,7787.149901999999,22.25,2556.45004
2014-07-08,7623.200195,21.65,2557.89993
2014-07-09,7585.0,21.48,2565.0
2014-07-10,7567.75,21.47,2621.44989
2014-07-11,7459.600098000001,21.02,2619.20013
2014-07-14,7454.149901999999,21.05,2604.8999
2014-07-15,7526.649901999999,21.32,2592.6001
2014-07-16,7624.399901999999,21.6,2575.05005
2014-07-17,7640.450195,21.69,2582.99988
2014-07-18,7663.899901999999,21.65,2596.95007
2014-07-21,7684.200195,21.67,2601.30005
2014-07-22,7767.850098000001,21.81,2590.7998700000007
2014-07-23,7795.75,21.82,2581.74988
2014-07-24,7830.600098000001,21.89,2572.20001
2014-07-25,7790.450195,21.7,2565.1001
2014-07-28,7748.700195,21.57,2575.2499399999997
2014-07-30,7791.399901999999,21.68,2563.25012
2014-07-31,7721.299805,21.47,2569.64996
2014-08-01,7602.600098000001,21.04,2578.75
2014-08-04,7683.649901999999,21.25,2585.75012
2014-08-05,7746.549805,21.42,2579.70001
2014-08-06,7672.049805,21.21,2594.599910000001
2014-08-07,7649.25,21.15,2622.65015
2014-08-08,7568.549805,20.81,2651.4999399999997
2014-08-11,7625.950195,20.9,2625.70007
2014-08-12,7727.049805,20.94,2628.94989
2014-08-13,7739.549805,20.86,2624.20013
2014-08-14,7791.700195,20.92,2633.5000600000008
2014-08-18,7874.25,21.05,2608.55011
2014-08-19,7897.5,21.16,2608.25012
2014-08-20,7875.299805,21.15,2595.45013
2014-08-21,7891.100098000001,21.28,2571.09985
2014-08-22,7913.200195,21.33,2560.75012
2014-08-25,7906.299805,21.24,2550.149990000001
2014-08-26,7904.75,21.24,2566.3501
2014-08-27,7936.049805,21.33,2564.599910000001
2014-08-28,7954.350098000001,21.34,2564.45007
2014-09-01,8027.700195,21.61,2571.90002
2014-09-02,8083.049805,21.76,2553.69995
2014-09-03,8114.600098000001,21.88,2542.20001
2014-09-04,8095.950195,21.83,2532.55005
2014-09-05,8086.850098000001,21.82,2529.40002
2014-09-08,8173.899901999999,22.34,2522.55005
2014-09-09,8152.950195,22.34,2507.14996
2014-09-10,8094.100098000001,22.21,2518.15002
2014-09-11,8085.700195,22.26,2507.8500400000007
2014-09-12,8105.5,22.32,2501.9999700000008
2014-09-15,8042.0,22.21,2504.19998
2014-09-16,7932.899901999999,21.78,2498.15002
2014-09-17,7975.5,21.88,2489.4999700000008
2014-09-18,8114.75,22.28,2480.85007
2014-09-19,8121.450195,21.84,2479.34998
2014-09-22,8146.299805,21.9,2475.50003
2014-09-23,8017.549805,21.52,2480.89996
2014-09-24,8002.399901999999,21.43,2478.60001
2014-09-25,7911.850098000001,21.11,2469.7500600000008
2014-09-26,7968.850098000001,21.29,2478.69995
2014-09-29,7958.899901999999,21.34,2478.45001
2014-09-30,7964.799805,21.37,2468.20007
2014-10-01,7945.549805,21.31,2475.44998
2014-10-07,7852.399901999999,21.06,2461.75003
2014-10-08,7842.700195,21.04,2485.0
2014-10-09,7960.549805,21.37,2487.89993
2014-10-10,7859.950195,21.08,2482.7499399999997
2014-10-13,7884.25,21.05,2493.45001
2014-10-14,7864.0,21.01,2500.7499700000008
2014-10-16,7748.200195,20.63,2535.50003
2014-10-17,7779.700195,20.72,2510.39993
2014-10-20,7879.399901999999,20.99,2529.7999600000007
2014-10-21,7927.75,21.08,2607.3999
2014-10-22,7995.899901999999,21.23,2580.2999900000004
2014-10-27,7991.700195,21.24,2503.04993
2014-10-28,8027.600098000001,21.3,2496.90002
2014-10-29,8090.450195,21.46,2490.2499399999997
2014-10-30,8169.200195,21.61,2485.44998
2014-10-31,8322.200195,22.0,2443.5499600000007
2014-11-03,8324.150391,22.04,2440.70007
2014-11-05,8338.299805,22.02,2400.54993
2014-11-07,8337.0,21.86,2385.7499700000008
2014-11-10,8344.25,21.81,2410.05005
2014-11-11,8362.650391,21.87,2391.64993
2014-11-12,8383.299805,21.91,2398.00003
2014-11-13,8357.849609,21.83,2382.70004
2014-11-14,8389.900391,21.92,2364.19998
2014-11-17,8430.75,22.04,2424.0499900000004
2014-11-18,8425.900391,22.09,2431.69998
2014-11-19,8382.299805,21.94,2441.95007
2014-11-20,8401.900391,22.08,2424.70001
2014-11-21,8477.349609,22.17,2421.10001
2014-11-24,8530.150391,22.25,2429.14993
2014-11-25,8463.099609,22.0,2431.45004
2014-11-26,8475.75,22.05,2425.44998
2014-11-27,8494.200195,22.12,2424.34998
2014-11-28,8588.25,22.34,2411.95007
2014-12-01,8555.900391,22.27,2383.2499700000008
2014-12-02,8524.700195,22.27,2418.20007
2014-12-03,8537.650391,22.4,2426.30005
2014-12-04,8564.400391,22.48,2421.64993
2014-12-05,8538.299805,22.38,2422.5
2014-12-08,8438.25,22.13,2413.09998
2014-12-09,8340.700195,21.84,2429.40002
2014-12-10,8355.650391,21.93,2474.60007
2014-12-11,8292.900391,21.77,2458.2499700000008
2014-12-12,8224.099609,21.56,2471.5499900000004
2014-12-15,8219.599609,21.51,2468.35007
2014-12-16,8067.600098000001,21.13,2472.5999500000007
2014-12-17,8029.799805,21.0,2465.54993
2014-12-18,8159.299805,21.42,2459.60007
2014-12-19,8225.200195,21.57,2457.2999600000007
2014-12-22,8324.0,21.86,2466.10001
2014-12-23,8267.0,21.73,2439.70001
2014-12-24,8174.100098000001,21.56,2431.10001
2014-12-26,8200.700195,21.63,2456.19995
2014-12-29,8246.299805,21.78,2462.05002
2014-12-30,8248.25,21.83,2459.1000400000007
2014-12-31,8282.700195,21.96,2452.10007
2015-01-02,8395.450195,22.26,2442.7499399999997
2015-01-05,8378.400391,22.23,2472.2500600000008
2015-01-06,8127.350098000001,21.58,2495.0
2015-01-07,8102.100098000001,21.54,2492.5999500000007
2015-01-08,8234.599609,21.9,2458.35007
2015-01-09,8284.5,21.99,2460.89996
2015-01-12,8323.0,22.1,2475.39993
2015-01-13,8299.400391,22.05,2496.4999399999997
2015-01-14,8277.549805,21.99,2489.0499900000004
2015-01-15,8494.150391,22.48,2470.89996
2015-01-16,8513.799805,22.54,2531.0499600000007
2015-01-19,8550.700195,22.61,2549.70001
2015-01-20,8695.599609,22.89,2574.84985
2015-01-21,8729.5,22.93,2587.7999900000004
2015-01-22,8761.400391,22.96,2565.49988
2015-01-23,8835.599609,23.15,2573.15002
2015-01-27,8910.5,23.34,2550.70007
2015-01-28,8914.299805,23.37,2566.05011
2015-01-29,8952.349609,23.48,2551.15005
2015-01-30,8808.900391,23.16,2553.69995
2015-02-02,8797.400391,23.23,2565.59998
2015-02-03,8756.549805,23.11,2561.05011
2015-02-04,8723.700195,23.14,2533.39996
2015-02-05,8711.700195,23.39,2546.399990000001
2015-02-06,8661.049805,23.25,2550.0999500000007
2015-02-09,8526.349609,23.26,2507.35001
2015-02-10,8565.549805,23.39,2500.149990000001
2015-02-11,8627.400391,23.77,2506.5499900000004
2015-02-12,8711.549805,24.03,2490.0
2015-02-13,8805.5,24.25,2484.55002
2015-02-16,8809.349609,24.14,2496.79993
2015-02-18,8869.099609,24.6,2469.19998
2015-02-19,8895.299805,24.95,2468.95004
2015-02-20,8833.599609,24.74,2457.8500400000007
2015-02-23,8754.950195,24.56,2437.89993
2015-02-24,8762.099609,24.56,2428.30002
2015-02-25,8767.25,24.58,2436.79993
2015-02-26,8683.849609,24.34,2426.10001
2015-02-27,8844.599609,24.79,2414.29993
2015-03-02,8956.75,25.12,2453.09998
